X Coordinate	Y Coordinate	Time Spent	Image Viewed
755.8715	283.5655	3037.0	1.0
752.4486	296.118	36.0	1.0
752.4486	296.118	36.0	1.0
742.7078	290.5335	34.0	1.0
722.1564	279.1768	76.0	1.0
722.1564	279.1768	33.0	1.0
722.1564	279.1768	32.0	1.0
722.1564	279.1768	35.0	1.0
729.8127	282.7659	39.0	1.0
713.3624	287.1811	32.0	1.0
701.9547	288.7545	36.0	1.0
693.9034	287.3026	35.0	1.0
687.8737	302.3056	60.0	1.0
679.0441	322.0947	35.0	1.0
676.3652	328.7297	41.0	1.0
661.7846	472.1473	38.0	1.0
655.1704	476.098	36.0	1.0
658.4454	473.8664	35.0	1.0
658.4454	473.8664	34.0	1.0
658.3525	473.6289	33.0	1.0
657.5811	471.8508	35.0	1.0
658.3186	483.6162	44.0	1.0
659.714	497.0194	35.0	1.0
659.714	497.0194	33.0	1.0
660.1043	500.8287	34.0	1.0
649.3179	502.7992	35.0	1.0
638.9203	502.6702	33.0	1.0
630.406	503.5229	33.0	1.0
622.4975	504.2327	44.0	1.0
616.1777	504.2001	39.0	1.0
610.0842	503.2148	34.0	1.0
606.7942	508.9374	36.0	1.0
603.9922	514.7529	41.0	1.0
603.9922	514.7529	39.0	1.0
603.9922	514.7529	35.0	1.0
603.9922	514.7529	35.0	1.0
601.3312	519.515	52.0	1.0
356.7549	485.5796	54.0	1.0
352.7715	485.7946	53.0	1.0
434.8337	499.7465	54.0	1.0
881.6776	589.3639	68.0	1.0
878.9748	579.866	47.0	1.0
905.879	586.9907	49.0	1.0
918.3071	586.8671	49.0	1.0
923.8752	587.6789	41.0	1.0
929.3314	589.4589	40.0	1.0
1037.617	465.4573	38.0	1.0
1069.0454	400.5539	37.0	1.0
1076.2855	400.2952	35.0	1.0
1077.2216	402.6032	42.0	1.0
1103.8707	381.8882	526.0	2.0
1105.1097	381.0107	72.0	2.0
1105.2054	381.4742	68.0	2.0
887.2345	329.8732	59.0	2.0
885.3571	338.715	57.0	2.0
725.8309	325.9932	57.0	2.0
706.469	326.9825	57.0	2.0
636.7385	325.7507	62.0	2.0
732.4411	300.5185	62.0	2.0
734.2629	298.9704	60.0	2.0
848.1415	176.0034	81.0	2.0
906.4923	114.1697	59.0	2.0
908.8793	115.6238	62.0	2.0
907.5989	115.4245	62.0	2.0
907.9106	112.7977	75.0	2.0
909.8984	112.3766	63.0	2.0
915.3514	117.0264	63.0	2.0
959.1407	325.9286	85.0	2.0
951.3261	341.9337	60.0	2.0
942.5236	349.5682	61.0	2.0
936.6266	357.0785	62.0	2.0
1189.7524	427.4543	80.0	2.0
1184.6926	432.5281	61.0	2.0
1186.8798	433.4651	62.0	2.0
1197.5024	433.9796	66.0	2.0
1239.7014	439.9065	66.0	2.0
1238.3708	443.11	62.0	2.0
1237.5375	443.6846	58.0	2.0
1090.0852	421.8846	61.0	2.0
878.1775	398.4259	79.0	2.0
702.6797	400.9608	65.0	2.0
523.4323	399.7137	597.0	3.0
668.2597	355.0461	84.0	3.0
665.5502	353.3565	83.0	3.0
648.6102	338.5664	85.0	3.0
638.1893	327.4019	102.0	3.0
672.1415	182.0172	88.0	3.0
674.7398	187.1159	91.0	3.0
678.3646	180.0914	85.0	3.0
1001.3041	220.3317	88.0	3.0
1017.581	215.0065	86.0	3.0
1018.7805	212.0475	81.0	3.0
1313.4385	331.7099	86.0	3.0
1309.8824	329.4636	86.0	3.0
1322.9	331.1854	85.0	3.0
1339.6193	327.5172	86.0	3.0
1333.911	330.6932	88.0	3.0
1197.189	384.2861	85.0	3.0
834.821	399.4849	84.0	3.0
836.7894	399.549	85.0	3.0
772.4211	403.2816	85.0	3.0
507.0072	432.8482	83.0	3.0
448.9139	437.9344	87.0	3.0
363.9105	456.84	87.0	3.0
582.3303	219.0009	647.0	4.0
581.758	223.2841	108.0	4.0
580.8767	226.361	107.0	4.0
594.0819	240.2515	132.0	4.0
608.1052	241.6413	114.0	4.0
621.3184	235.1957	112.0	4.0
626.4025	241.8784	110.0	4.0
524.428	366.425	110.0	4.0
523.971	364.3701	108.0	4.0
816.7875	401.5735	109.0	4.0
814.0939	405.8808	110.0	4.0
1310.8315	413.118	108.0	4.0
1300.0331	415.1725	135.0	4.0
703.6791	320.4559	108.0	4.0
411.5066	317.9385	132.0	4.0
246.2479	347.6917	108.0	4.0
245.9587	355.2808	110.0	4.0
238.7893	357.5984	113.0	4.0
646.6749	172.7608	577.0	5.0
632.119	189.4213	132.0	5.0
619.4368	204.6231	135.0	5.0
669.5437	328.5213	137.0	5.0
731.8205	314.9583	132.0	5.0
755.3976	298.8264	132.0	5.0
769.8427	285.7067	130.0	5.0
575.6753	343.5987	134.0	5.0
575.9135	338.7915	133.0	5.0
956.0996	277.2219	134.0	5.0
948.4615	277.9566	134.0	5.0
974.3666	285.4647	134.0	5.0
845.0765	259.2786	130.0	5.0
798.5716	255.0453	135.0	5.0
800.0778	254.4484	158.0	5.0
