X Coordinate	Y Coordinate	Time Spent	Image Viewed
708.1965	413.2963	3170	1.0
708.1965	413.2963	3202	1.0
710.2633	414.9121	3233	1.0
711.6033	417.3138	3265	1.0
711.8051	417.7764	3297	1.0
709.9285	418.6279	3330	1.0
709.916	418.6732	3364	1.0
709.3398	419.442	3398	1.0
708.7827	419.585	3432	1.0
708.7827	419.585	3463	1.0
693.2457	150.9205	3496	1.0
693.2457	150.9205	3529	1.0
696.2742	153.7933	3564	1.0
703.8213	141.7658	3653	1.0
703.8213	141.7658	3721	1.0
705.2009	139.2209	3771	1.0
666.1464	384.8358	3811	1.0
647.3009	366.9094	3848	1.0
657.5812	389.6984	3880	1.0
661.5253	401.0918	3915	1.0
668.8425	408.9345	3946	1.0
667.0266	407.631	3982	1.0
670.9454	415.0379	4016	1.0
670.1022	408.1198	4053	1.0
670.1022	408.1198	4095	1.0
670.8443	408.9729	4135	1.0
671.5866	409.0148	4178	1.0
671.8347	409.9012	4218	1.0
671.8937	410.1095	4258	1.0
672.9424	409.5294	4300	1.0
672.7706	408.1158	4335	1.0
672.4422	406.2149	4375	1.0
673.2406	404.8128	4416	1.0
672.5763	405.4521	4452	1.0
673.4514	405.1964	4495	1.0
674.1647	404.82	4536	1.0
672.9649	402.6151	4577	1.0
672.5327	401.1407	4617	1.0
673.2898	401.3272	4650	1.0
673.9602	395.9328	4684	1.0
673.9602	395.9328	4716	1.0
674.8306	392.9264	4750	1.0
675.6315	389.2326	4783	1.0
676.1114	384.2682	4819	1.0
676.9822	378.8269	4861	1.0
548.8324	211.8545	4901	1.0
541.3973	112.5788	4944	1.0
546.5369	155.6495	4986	1.0
545.4193	164.4319	5028	1.0
541.4402	164.3846	5069	1.0
542.79	166.9534	5112	1.0
542.9728	166.5152	5151	1.0
544.1217	167.0271	5194	1.0
781.2415	170.6814	12181	2.0
779.5999	171.1857	12242	2.0
780.6216	180.0745	12306	2.0
908.7961	76.6942	12374	2.0
915.0715	85.4235	12441	2.0
874.8636	131.4786	12508	2.0
729.0015	376.2817	12572	2.0
735.7857	383.338	12644	2.0
739.6185	318.139	12708	2.0
749.8945	256.0989	12773	2.0
753.036	120.2976	12833	2.0
744.2357	158.2649	12894	2.0
746.9578	161.5022	12966	2.0
737.2383	174.8204	13030	2.0
726.609	174.2823	13091	2.0
785.6207	-14.3069	13156	2.0
780.0297	15.3674	13226	2.0
782.9756	9.0312	13292	2.0
784.6624	12.5241	13358	2.0
784.2445	5.6576	13423	2.0
784.9948	6.7013	13490	2.0
875.6295	151.4759	13552	2.0
860.461	175.6424	13614	2.0
822.9267	101.1664	13675	2.0
789.2544	8.6766	13744	2.0
764.7255	10.5784	13809	2.0
774.1583	11.2091	13873	2.0
777.2896	2.0965	13936	2.0
785.7318	10.5767	14004	2.0
786.7703	7.818	14067	2.0
790.2792	5.1084	14129	2.0
855.1764	250.7363	21226	3.0
860.1226	251.4296	21312	3.0
857.9955	257.2457	21400	3.0
857.1835	256.685	21484	3.0
654.0749	135.2642	21570	3.0
654.9772	118.4221	21654	3.0
648.2927	105.183	21737	3.0
646.0331	100.6891	21829	3.0
983.4274	81.6857	21914	3.0
966.3048	81.0717	22008	3.0
963.1445	92.0931	22093	3.0
968.6312	88.1364	22178	3.0
974.191	79.9006	22262	3.0
969.6435	92.043	22347	3.0
977.3201	89.6544	22432	3.0
982.5949	93.223	22517	3.0
624.1189	75.986	22603	3.0
621.0599	71.1195	22689	3.0
743.5382	314.9993	22775	3.0
729.7442	305.9016	22862	3.0
735.3917	316.0675	22948	3.0
753.9609	321.6501	23038	3.0
775.6162	336.1595	23125	3.0
1239.1737	307.962	23209	3.0
1223.902	346.2977	23294	3.0
1227.5619	345.7966	23379	3.0
1232.3146	345.5483	23465	3.0
1232.936	343.2775	23551	3.0
1135.81	935.0879	30291	4.0
400.2341	838.3766	30400	4.0
282.6678	850.3232	30507	4.0
397.1	537.7606	30614	4.0
565.4957	196.2475	30723	4.0
568.188	179.2437	30831	4.0
609.7636	134.2392	30939	4.0
604.649	111.6733	31048	4.0
601.6927	84.1724	31157	4.0
599.7236	79.9606	31264	4.0
598.6919	78.9032	31372	4.0
603.01	75.0098	31479	4.0
604.2988	74.3018	31588	4.0
604.264	69.4349	31695	4.0
602.4865	69.1516	31803	4.0
562.3741	-125.7874	31909	4.0
557.4978	-119.6365	32022	4.0
560.4745	-108.8991	32131	4.0
599.9302	67.7278	32239	4.0
597.1981	84.4847	32352	4.0
600.1521	92.4872	32457	4.0
647.1246	-166.4826	39260	5.0
651.113	-171.3807	39390	5.0
653.9669	-167.9783	39518	5.0
659.5621	66.3145	39648	5.0
685.2235	379.8773	39778	5.0
681.5956	304.165	39906	5.0
570.9474	738.3588	40043	5.0
364.8689	877.2722	40170	5.0
516.8762	360.0828	40298	5.0
712.0471	203.5003	40429	5.0
725.2489	211.2395	40557	5.0
725.5059	215.21	40685	5.0
730.9174	207.2858	40814	5.0
732.6971	195.9449	40942	5.0
1275.2283	132.5351	41075	5.0
1275.5464	133.3496	41202	5.0
1274.5074	131.4603	41332	5.0
1274.4279	132.2397	41461	5.0
766.1182	215.5882	41588	5.0
755.0009	212.12	41717	5.0
750.4823	205.2872	41845	5.0
748.215	204.4978	41976	5.0
