X Coordinate	Y Coordinate	Time Spent	Image Viewed
780.1216	393.0823	3159	1.0
780.752	395.1898	3192	1.0
780.6172	396.8778	3233	1.0
780.3003	398.9828	3273	1.0
781.0092	399.0514	3306	1.0
782.1085	400.0535	3342	1.0
782.2862	401.5309	3382	1.0
782.7375	401.9894	3423	1.0
783.4078	403.0193	3456	1.0
782.9344	403.438	3491	1.0
783.1185	404.0829	3528	1.0
784.3152	404.2614	3569	1.0
784.1776	400.4248	3609	1.0
783.697	397.5448	3641	1.0
783.697	397.5448	3681	1.0
778.9919	392.0364	3721	1.0
772.8257	393.4077	3760	1.0
766.7393	393.688	3801	1.0
761.2717	394.7014	3843	1.0
756.0627	396.292	3885	1.0
751.2629	397.8901	3932	1.0
746.3271	398.8314	3974	1.0
742.042	400.2946	4011	1.0
733.9813	402.4423	4055	1.0
733.9813	402.4423	4095	1.0
725.42	405.9092	4136	1.0
720.5029	407.7561	4177	1.0
717.1393	409.3793	4220	1.0
714.0005	409.3669	4270	1.0
720.2908	407.7466	4319	1.0
864.4033	384.3429	4366	1.0
866.7361	380.079	4409	1.0
864.1423	378.2133	4442	1.0
864.2065	381.3729	4485	1.0
864.0652	378.9656	4527	1.0
872.901	238.8421	4570	1.0
877.9789	259.8427	4622	1.0
878.3481	251.3722	4660	1.0
874.7515	250.0856	4701	1.0
872.2277	252.5951	4743	1.0
871.7647	249.3566	4788	1.0
923.8693	392.6307	4828	1.0
925.1074	485.0559	4870	1.0
926.3471	477.3347	4910	1.0
927.1911	479.7492	4953	1.0
915.0399	483.6094	4993	1.0
748.8867	449.5677	5035	1.0
751.2094	461.5121	5076	1.0
741.2935	465.6738	5119	1.0
736.7779	454.761	5159	1.0
734.9648	453.9304	5200	1.0
1099.0948	743.4543	12198	2.0
837.8575	290.481	12262	2.0
835.0214	320.3535	12324	2.0
812.8937	391.6381	12386	2.0
848.7062	349.8495	12451	2.0
843.6432	343.8827	12516	2.0
833.9175	352.325	12587	2.0
822.7035	347.198	12650	2.0
812.7171	339.3593	12713	2.0
798.978	329.0406	12775	2.0
801.2197	163.6428	12839	2.0
826.9287	150.9947	12901	2.0
825.2746	148.8112	12968	2.0
822.198	149.9855	13033	2.0
828.0084	148.1757	13100	2.0
830.1818	149.1918	13166	2.0
833.334	149.3867	13235	2.0
835.4513	150.5238	13300	2.0
836.1871	151.6347	13365	2.0
837.0826	151.2666	13427	2.0
837.4711	151.1997	13489	2.0
838.0289	151.5782	13557	2.0
839.5116	152.8419	13620	2.0
839.116	153.2485	13682	2.0
1166.4325	120.7216	13745	2.0
1171.5767	120.6137	13807	2.0
1166.233	124.7995	13870	2.0
1166.669	126.7457	13933	2.0
1160.4427	124.1634	14001	2.0
1160.9495	121.9454	14066	2.0
1157.9048	121.3407	14131	2.0
1156.391	122.0013	14194	2.0
963.6209	427.5993	21247	3.0
772.9277	321.8529	21338	3.0
773.9039	335.8745	21425	3.0
776.9534	333.1428	21512	3.0
775.1501	332.0319	21607	3.0
776.1543	330.1137	21693	3.0
979.7222	238.5406	21783	3.0
978.5142	239.1446	21870	3.0
926.2529	231.9093	21957	3.0
695.3152	191.8829	22045	3.0
692.5109	189.8626	22133	3.0
679.0123	186.5993	22219	3.0
676.3812	184.3663	22308	3.0
937.7626	221.0767	22393	3.0
974.0771	242.1462	22479	3.0
977.5607	244.0415	22573	3.0
769.2313	108.0139	22662	3.0
762.6948	117.5652	22750	3.0
763.1172	115.8691	22836	3.0
763.8722	114.4588	22923	3.0
765.3442	112.5352	23008	3.0
748.1996	121.9644	23098	3.0
732.5103	132.9775	23183	3.0
712.9091	147.7246	23269	3.0
705.206	154.0904	23355	3.0
698.6901	159.0803	23442	3.0
818.5222	262.2115	30281	4.0
797.0909	269.6607	30392	4.0
784.7391	278.9326	30503	4.0
786.7736	296.0838	30620	4.0
782.0971	295.2209	30732	4.0
681.0477	228.031	30842	4.0
682.3207	218.7562	30957	4.0
672.2371	209.8531	31069	4.0
668.1187	210.4245	31179	4.0
664.9765	212.0089	31289	4.0
663.5104	211.039	31401	4.0
661.3112	208.5027	31510	4.0
661.3403	204.0029	31635	4.0
660.4474	201.4902	31747	4.0
632.704	84.3968	31858	4.0
637.3554	90.6805	31969	4.0
633.8436	90.3207	32080	4.0
633.0875	88.5055	32192	4.0
636.3316	87.4706	32302	4.0
635.0914	85.7989	32413	4.0
675.7911	204.0401	39292	5.0
768.6357	254.7779	39426	5.0
761.1699	261.3228	39567	5.0
765.6287	263.9272	39701	5.0
780.1248	275.1505	39835	5.0
780.1013	283.3174	39968	5.0
765.1494	302.1869	40103	5.0
682.1437	376.2036	40238	5.0
705.0458	362.4528	40373	5.0
735.8674	336.0236	40507	5.0
755.7667	313.1177	40647	5.0
1245.4069	188.32	40781	5.0
1235.5464	192.379	40916	5.0
1242.7535	173.0592	41055	5.0
1248.3478	163.7024	41189	5.0
