X Coordinate	Y Coordinate	Time Spent	Image Viewed
566.5936	392.4648	3051.0	1.0
567.3405	391.4597	34.0	1.0
567.8412	392.7353	47.0	1.0
566.9885	391.7606	35.0	1.0
566.861	390.2309	34.0	1.0
566.5151	389.2926	34.0	1.0
566.8701	388.6345	33.0	1.0
566.1263	389.1929	33.0	1.0
565.9843	388.7544	33.0	1.0
566.4865	388.6611	45.0	1.0
635.3354	512.9737	39.0	1.0
621.9713	492.3348	56.0	1.0
614.6307	493.1315	32.0	1.0
612.8005	492.2999	39.0	1.0
612.7339	496.9729	39.0	1.0
851.368	216.4962	42.0	1.0
798.8599	275.998	40.0	1.0
802.3247	276.3084	36.0	1.0
806.0466	273.8127	33.0	1.0
807.174	266.8864	33.0	1.0
807.7841	270.9089	32.0	1.0
809.0842	270.2615	35.0	1.0
809.0842	270.2615	34.0	1.0
810.5561	266.9263	37.0	1.0
811.0341	266.9269	38.0	1.0
813.2444	265.8533	40.0	1.0
918.8008	393.4242	34.0	1.0
944.5988	390.7473	35.0	1.0
946.1093	393.0475	31.0	1.0
942.2071	393.8305	62.0	1.0
940.4709	391.3916	38.0	1.0
955.8503	397.6071	34.0	1.0
967.2833	401.6993	34.0	1.0
976.8848	404.6681	39.0	1.0
982.4039	405.1204	39.0	1.0
971.3029	400.9592	38.0	1.0
964.6235	397.8015	39.0	1.0
951.494	393.393	54.0	1.0
693.2143	373.8409	54.0	1.0
514.085	372.5547	51.0	1.0
520.4722	365.4613	50.0	1.0
518.0064	357.1313	68.0	1.0
550.8782	383.869	55.0	1.0
603.2018	318.0992	39.0	1.0
591.2102	335.5902	39.0	1.0
592.3003	346.3723	33.0	1.0
596.7082	350.7167	44.0	1.0
628.486	409.648	39.0	1.0
707.8164	591.5313	34.0	1.0
729.5522	603.8229	31.0	1.0
715.5339	539.0199	555.0	2.0
516.3217	269.0984	54.0	2.0
521.4166	278.9985	53.0	2.0
524.108	282.7414	52.0	2.0
529.0659	288.4935	52.0	2.0
530.6789	291.7246	53.0	2.0
529.7357	292.4327	52.0	2.0
726.2849	402.4977	63.0	2.0
730.8774	400.846	58.0	2.0
757.3983	335.1777	63.0	2.0
818.7802	182.2413	58.0	2.0
823.0942	184.6123	84.0	2.0
831.8004	170.4582	58.0	2.0
844.1113	158.8248	57.0	2.0
848.5063	158.3144	59.0	2.0
841.7828	155.6047	86.0	2.0
837.975	151.2903	65.0	2.0
894.8604	386.9599	78.0	2.0
881.9968	378.5747	58.0	2.0
879.8879	377.1521	74.0	2.0
881.1982	367.2241	58.0	2.0
1107.8839	344.7468	62.0	2.0
1111.8502	361.7458	61.0	2.0
1109.1833	366.9983	72.0	2.0
1136.7406	378.106	59.0	2.0
1142.4235	378.2063	58.0	2.0
1147.1737	380.452	58.0	2.0
1153.59	383.2878	74.0	2.0
1169.4595	537.3288	57.0	2.0
1170.6857	509.688	58.0	2.0
1173.1459	512.0735	58.0	2.0
1170.1628	496.7646	77.0	2.0
597.3951	265.8701	617.0	3.0
595.9448	263.5893	78.0	3.0
597.06	263.2917	76.0	3.0
595.9163	265.1115	78.0	3.0
596.7087	264.7116	80.0	3.0
610.0937	256.7799	92.0	3.0
617.0008	249.8035	78.0	3.0
975.2347	259.4817	78.0	3.0
988.4485	261.3723	94.0	3.0
971.1169	239.7581	78.0	3.0
964.2355	234.6658	78.0	3.0
958.8102	232.5331	93.0	3.0
961.9452	229.1548	78.0	3.0
965.629	225.1586	78.0	3.0
967.9837	219.2076	95.0	3.0
654.3475	109.4287	78.0	3.0
679.9656	116.2665	78.0	3.0
649.2268	150.7365	97.0	3.0
456.3613	488.4013	78.0	3.0
471.3018	477.3425	77.0	3.0
437.5636	489.6425	95.0	3.0
431.3242	495.0078	78.0	3.0
433.1121	490.0022	78.0	3.0
435.0647	487.519	104.0	3.0
652.8558	236.2267	582.0	4.0
651.3328	234.14	101.0	4.0
640.3865	242.6745	99.0	4.0
619.4376	250.0061	99.0	4.0
622.4288	252.525	103.0	4.0
625.2343	252.2739	99.0	4.0
628.8948	249.1401	99.0	4.0
631.4121	246.702	99.0	4.0
635.8683	245.0129	98.0	4.0
536.4917	421.6667	97.0	4.0
539.4836	400.6541	99.0	4.0
533.0172	399.4672	104.0	4.0
748.1335	506.2476	99.0	4.0
752.7902	510.1331	97.0	4.0
191.0021	482.2702	98.0	4.0
198.3935	419.4378	100.0	4.0
199.9711	396.7226	98.0	4.0
203.7736	392.3837	107.0	4.0
633.2983	193.2171	99.0	4.0
629.8931	192.4931	99.0	4.0
635.5798	222.0012	627.0	5.0
634.6321	225.8243	120.0	5.0
639.9525	230.3664	119.0	5.0
650.426	241.8124	119.0	5.0
801.3546	379.5156	121.0	5.0
794.4543	354.4631	123.0	5.0
784.1647	332.1903	118.0	5.0
1237.8599	214.6778	120.0	5.0
1201.1354	225.8726	124.0	5.0
1038.2909	261.4706	119.0	5.0
1040.3444	258.9583	134.0	5.0
587.7568	430.4433	118.0	5.0
585.2104	411.3141	134.0	5.0
603.6738	399.9167	122.0	5.0
600.5045	406.0627	129.0	5.0
403.0046	533.7892	119.0	5.0
386.9351	578.7372	133.0	5.0
