X Coordinate	Y Coordinate	Time Spent	Image Viewed
774.4774	439.3192	3183	1.0
773.7892	439.0392	3224	1.0
773.7892	439.0392	3265	1.0
767.5673	445.1291	3302	1.0
767.5673	445.1291	3341	1.0
754.8557	450.8359	3381	1.0
750.3361	454.0116	3421	1.0
745.0361	455.4539	3459	1.0
741.863	457.562	3497	1.0
737.2394	460.1	3531	1.0
549.0792	545.9675	3570	1.0
558.9329	562.2242	3609	1.0
549.66	549.0169	3646	1.0
546.6567	535.7323	3679	1.0
551.1438	532.9034	3713	1.0
549.6245	528.8754	3748	1.0
547.8147	524.0119	3789	1.0
560.3013	518.28	3826	1.0
687.9552	492.3407	3861	1.0
701.2048	477.4986	3896	1.0
689.117	475.7378	3929	1.0
692.1298	482.6364	3963	1.0
692.1298	482.6364	3996	1.0
692.3788	481.6595	4030	1.0
719.1022	454.8789	4065	1.0
917.552	221.6737	4104	1.0
916.0887	204.9632	4146	1.0
916.0887	204.9632	4182	1.0
909.5248	197.8301	4218	1.0
909.2534	212.5661	4258	1.0
909.2534	212.5661	4296	1.0
906.3942	219.6636	4340	1.0
767.6896	167.719	4377	1.0
764.402	226.8425	4414	1.0
775.7261	206.6888	4446	1.0
780.8026	203.1016	4479	1.0
780.8026	203.1016	4511	1.0
780.567	202.1481	4550	1.0
777.4283	199.0789	4588	1.0
777.4283	199.0789	4625	1.0
775.7301	199.6655	4662	1.0
776.0366	200.5642	4699	1.0
675.9784	428.038	4742	1.0
665.0722	469.661	4781	1.0
665.0722	469.661	4822	1.0
668.746	466.4919	4862	1.0
675.4721	468.6807	4897	1.0
675.4721	468.6807	4929	1.0
678.6706	478.1392	4963	1.0
679.4747	479.7595	4997	1.0
679.4747	479.7595	5031	1.0
681.1434	478.7826	5071	1.0
546.8448	501.8039	5111	1.0
546.8448	501.8039	5146	1.0
548.2623	520.4612	5181	1.0
673.1108	399.8735	12231	2.0
670.9841	394.5434	12296	2.0
670.9841	394.5434	12355	2.0
603.4467	540.8163	12416	2.0
663.7518	411.405	12482	2.0
662.1424	405.4944	12543	2.0
656.9352	388.3525	12606	2.0
660.1136	390.6058	12667	2.0
663.6587	393.9987	12728	2.0
677.6816	373.9688	12789	2.0
687.5894	361.9431	12849	2.0
690.8634	356.8242	12911	2.0
695.1006	349.2089	12972	2.0
697.8638	343.249	13034	2.0
699.6904	341.0822	13096	2.0
704.6467	329.9734	13161	2.0
813.6577	116.6403	13221	2.0
814.7007	132.5902	13282	2.0
816.1529	142.5432	13343	2.0
816.9109	144.6295	13404	2.0
817.2236	144.7286	13466	2.0
817.4396	145.3723	13527	2.0
816.4917	145.1826	13591	2.0
809.6818	153.6429	13653	2.0
802.5548	171.6205	13717	2.0
797.7065	181.0024	13779	2.0
795.3091	186.4124	13838	2.0
789.7872	195.2974	13902	2.0
783.4724	203.4516	13964	2.0
780.545	208.7075	14027	2.0
773.6956	220.8034	14086	2.0
726.1383	269.4492	14148	2.0
722.0424	280.3676	14217	2.0
716.1084	286.4731	14281	2.0
626.2252	265.5255	21263	3.0
628.6255	276.1312	21347	3.0
636.6149	292.9112	21434	3.0
649.7731	300.8875	21522	3.0
662.7677	307.8665	21613	3.0
663.5764	156.4299	21699	3.0
652.5141	172.9434	21789	3.0
653.952	167.1833	21873	3.0
655.2581	163.6114	21964	3.0
962.6971	199.43	22052	3.0
957.3614	222.1965	22133	3.0
956.2028	223.4373	22221	3.0
953.8189	222.4061	22307	3.0
954.7949	216.5097	22396	3.0
956.1181	218.3125	22481	3.0
956.6216	216.7277	22568	3.0
957.181	214.8652	22653	3.0
958.7974	215.1165	22736	3.0
957.595	215.4397	22823	3.0
957.7038	210.6794	22908	3.0
961.3602	207.0207	22992	3.0
967.1867	205.0957	23077	3.0
972.6465	206.1125	23164	3.0
981.8459	209.3702	23248	3.0
986.7296	213.751	23330	3.0
763.6925	272.5752	30308	4.0
551.906	591.9568	30416	4.0
630.8124	530.1945	30529	4.0
697.5961	476.4731	30636	4.0
712.3354	298.7734	30744	4.0
672.7686	225.6891	30854	4.0
640.1083	196.859	30962	4.0
639.2057	183.1461	31070	4.0
614.4297	45.6755	31180	4.0
607.1651	32.3176	31287	4.0
619.7302	54.7393	31398	4.0
644.2993	131.8111	31505	4.0
645.316	139.155	31614	4.0
638.707	138.4789	31723	4.0
631.0532	125.0493	31834	4.0
599.5928	3.452	32059	4.0
601.7881	5.7336	32163	4.0
602.0605	8.2363	32267	4.0
601.097	16.6897	32378	4.0
602.074	16.0988	32488	4.0
662.4929	193.28	39349	5.0
672.8339	203.801	39481	5.0
765.2419	274.9684	39608	5.0
766.1226	302.9218	39742	5.0
767.708	307.3858	39870	5.0
768.5607	298.5459	40003	5.0
768.8903	289.7278	40130	5.0
757.1281	289.0243	40255	5.0
736.7147	295.4236	40388	5.0
724.5336	306.4932	40519	5.0
710.0893	316.7116	40644	5.0
700.9673	323.1371	40775	5.0
689.377	332.2046	40908	5.0
692.2759	337.5652	41039	5.0
684.2578	342.6832	41167	5.0
687.2448	345.8427	41291	5.0
