X Coordinate	Y Coordinate	Time Spent	Image Viewed
993.9565	486.2293	3166	1.0
993.9565	486.2293	3204	1.0
993.9565	486.2293	3244	1.0
993.9565	486.2293	3282	1.0
993.9565	486.2293	3322	1.0
993.9565	486.2293	3367	1.0
993.9565	486.2293	3408	1.0
993.9565	486.2293	3450	1.0
993.9565	486.2293	3490	1.0
993.9565	486.2293	3530	1.0
993.9565	486.2293	3569	1.0
731.0931	493.9782	3609	1.0
731.0931	493.9782	3647	1.0
732.9873	486.6355	3679	1.0
705.327	450.3315	3712	1.0
689.115	426.8386	3744	1.0
655.5895	414.415	3782	1.0
522.4781	372.2387	3824	1.0
548.2057	367.7868	3864	1.0
535.5118	357.0867	3906	1.0
917.476	365.712	3946	1.0
993.5936	366.0775	3980	1.0
993.5936	366.0775	4012	1.0
1313.522	373.1751	4045	1.0
1305.7246	374.8095	4083	1.0
1308.3964	373.3476	4124	1.0
1301.9469	372.0271	4164	1.0
1301.9469	372.0271	4196	1.0
1298.9191	371.3921	4228	1.0
1295.524	364.2904	4260	1.0
1294.305	358.302	4299	1.0
1294.3795	355.0702	4340	1.0
1295.2313	350.6455	4380	1.0
1295.2108	348.2398	4412	1.0
1294.6672	346.1599	4446	1.0
479.7624	196.1725	12185	2.0
864.158	204.1235	12246	2.0
910.6797	281.6339	12308	2.0
905.4484	272.4921	12372	2.0
899.0217	271.7653	12436	2.0
891.7455	274.0684	12507	2.0
880.0013	268.3878	12571	2.0
877.3182	272.0064	12638	2.0
868.792	271.7965	12704	2.0
862.0939	271.1151	12771	2.0
848.4205	269.3697	12839	2.0
851.1791	266.5079	12902	2.0
716.1179	210.5582	12970	2.0
709.9434	220.4258	13030	2.0
720.4362	211.8519	13092	2.0
720.3658	215.3319	13156	2.0
1106.0336	77.9413	13220	2.0
1148.1731	79.523	13287	2.0
1129.1904	84.682	13353	2.0
1073.9568	89.7984	13427	2.0
1122.9957	86.7688	13489	2.0
1087.6926	49.0486	13555	2.0
1054.3177	48.0307	13620	2.0
958.6227	28.7972	13688	2.0
1043.1938	55.2895	13756	2.0
1002.3627	52.2902	13823	2.0
979.1541	42.8684	13890	2.0
945.7473	28.183	13953	2.0
943.9009	31.3406	14016	2.0
974.0007	45.6741	14079	2.0
1362.7844	469.1776	14140	2.0
1361.8632	451.8937	14205	2.0
1360.4274	451.5443	14265	2.0
1356.2954	458.0236	14329	2.0
1356.8698	456.3535	14389	2.0
981.9928	464.3063	21212	3.0
981.9928	464.3063	21301	3.0
986.1552	374.1162	21396	3.0
985.9962	362.1924	21497	3.0
781.508	327.5153	21585	3.0
720.6089	337.3409	21671	3.0
735.7047	328.471	21757	3.0
742.7778	323.0354	21844	3.0
761.8735	322.7746	21930	3.0
782.9336	323.8321	22018	3.0
797.2659	320.0316	22107	3.0
1077.1995	152.9275	22194	3.0
1049.8533	148.0891	22281	3.0
1049.795	139.8932	22364	3.0
1039.9861	142.6232	22450	3.0
335.931	163.346	22539	3.0
279.8543	154.3124	22625	3.0
773.8013	148.2276	22711	3.0
335.0781	145.3091	22799	3.0
674.9481	148.8404	22884	3.0
636.1868	157.0292	22970	3.0
569.0525	164.2042	23057	3.0
537.6274	165.3611	23144	3.0
558.6899	154.8651	23227	3.0
558.6899	154.8651	23314	3.0
727.8438	216.944	23400	3.0
727.8438	216.944	23486	3.0
1200.2307	96.3826	23573	3.0
1195.1703	82.8852	23659	3.0
1276.2855	136.0146	23744	3.0
962.413	119.1766	23830	3.0
984.4172	84.1128	23916	3.0
1009.442	95.5233	24004	3.0
864.191	152.47	24092	3.0
742.1503	181.7571	24178	3.0
924.386	284.936	30284	4.0
928.5599	286.336	30390	4.0
953.0001	291.7239	30507	4.0
936.5525	280.5119	30614	4.0
623.1879	222.4653	30721	4.0
663.3322	86.0458	30829	4.0
526.277	87.5976	30937	4.0
314.4135	117.6541	31042	4.0
285.2073	109.402	31148	4.0
282.1284	108.3541	31256	4.0
-279.0021	-46.8455	31363	4.0
-85.1774	-51.2307	31479	4.0
433.7183	-97.8554	31598	4.0
230.4601	-55.709	31710	4.0
230.4601	-55.709	31816	4.0
230.4601	-55.709	31922	4.0
310.0752	-62.4	32029	4.0
1005.6812	-106.9123	32148	4.0
565.2667	-105.5723	32257	4.0
524.4283	-84.3745	32364	4.0
524.4283	-84.3745	32477	4.0
1144.0499	24.0286	32584	4.0
383.6811	-28.3884	32689	4.0
404.0984	-44.6759	32805	4.0
616.8873	94.7257	32918	4.0
413.0692	141.9592	33024	4.0
608.36	105.0983	33131	4.0
533.366	91.6137	33239	4.0
220.7521	134.1161	33345	4.0
310.1558	133.887	33460	4.0
329.144	130.9038	33567	4.0
332.7571	128.5067	33675	4.0
331.164	128.3013	33782	4.0
334.1603	126.9226	33889	4.0
431.3266	121.2851	33996	4.0
1180.0328	331.46	39292	5.0
1146.913	343.5026	39419	5.0
1149.0192	348.7437	39551	5.0
1129.6356	339.7076	39677	5.0
776.2873	174.2496	39808	5.0
776.2873	174.2496	39942	5.0
776.2873	174.2496	40078	5.0
776.2873	174.2496	40212	5.0
776.2873	174.2496	40345	5.0
776.2873	174.2496	40498	5.0
776.2873	174.2496	40668	5.0
776.2873	174.2496	40830	5.0
776.2873	174.2496	41000	5.0
776.2873	174.2496	41177	5.0
720.7352	582.1512	41328	5.0
697.4009	704.6753	41460	5.0
1020.9061	724.9998	41589	5.0
1244.5645	716.3589	41738	5.0
1284.3772	724.3691	41875	5.0
1287.8059	725.5801	42011	5.0
1268.1572	724.6954	42142	5.0
1254.2112	726.0943	42276	5.0
1211.1188	456.2036	42408	5.0
1225.9042	446.8212	42538	5.0
1243.3152	461.2243	42706	5.0
1253.6937	480.3164	42853	5.0
1268.3007	483.3396	42984	5.0
1268.3007	483.3396	43159	5.0
1268.3007	483.3396	43327	5.0
383.4837	172.3142	43475	5.0
157.3582	230.5486	43612	5.0
168.1188	223.1947	43745	5.0
199.3283	228.1396	43882	5.0
