X Coordinate	Y Coordinate	Time Spent	Image Viewed
919.9093	352.9299	9639	1.0
925.5536	348.0575	9692	1.0
918.0179	355.2804	9748	1.0
929.4071	363.2074	9799	1.0
931.2509	365.1675	9852	1.0
1010.0536	210.6078	9906	1.0
1010.0536	210.6078	9971	1.0
1010.0536	210.6078	10033	1.0
1010.0536	210.6078	10096	1.0
973.7917	225.4902	10151	1.0
973.7917	225.4902	10221	1.0
973.7917	225.4902	10272	1.0
983.8808	212.8779	10337	1.0
983.8808	212.8779	10389	1.0
983.8808	212.8779	10439	1.0
983.8808	212.8779	10504	1.0
983.8808	212.8779	10551	1.0
983.8808	212.8779	10616	1.0
983.8808	212.8779	10667	1.0
983.8808	212.8779	10728	1.0
983.8808	212.8779	10785	1.0
983.8808	212.8779	10846	1.0
983.8808	212.8779	10904	1.0
983.8808	212.8779	10964	1.0
714.9734	231.6835	11014	1.0
660.3657	232.0548	11070	1.0
469.1953	282.2429	11124	1.0
467.3734	269.6909	11178	1.0
455.8347	251.9645	11231	1.0
455.8347	251.9645	11294	1.0
455.8347	251.9645	11359	1.0
455.8347	251.9645	11408	1.0
673.3502	355.9376	12189	2.0
765.6205	469.6808	12249	2.0
859.4911	611.474	12312	2.0
734.6215	320.4169	12373	2.0
737.5881	332.4953	12440	2.0
740.8159	339.1904	12507	2.0
695.6542	257.4693	12571	2.0
699.1029	254.0969	12640	2.0
702.7319	260.7202	12706	2.0
788.7191	150.8283	12771	2.0
770.2927	167.883	12840	2.0
774.3126	151.2094	12904	2.0
789.8875	134.3576	12974	2.0
794.4134	128.8491	13041	2.0
796.2637	116.6446	13106	2.0
799.8182	117.4111	13175	2.0
799.8182	117.4111	13246	2.0
799.8182	117.4111	13322	2.0
799.8182	117.4111	13394	2.0
799.8182	117.4111	13478	2.0
799.8182	117.4111	13547	2.0
725.9636	305.7935	21260	3.0
689.3473	326.1465	21346	3.0
670.8713	331.1821	21431	3.0
660.0865	332.608	21516	3.0
658.7233	333.9464	21601	3.0
632.6171	163.7732	21686	3.0
642.3732	147.4796	21771	3.0
644.9666	157.1302	21858	3.0
656.698	175.1607	21948	3.0
663.7493	207.3285	22039	3.0
751.1676	317.6305	22125	3.0
790.5848	318.4553	22208	3.0
788.1125	308.5351	22292	3.0
780.8097	-356.3117	22378	3.0
857.0807	-325.4	22473	3.0
846.3868	-324.1979	22559	3.0
1177.2571	314.4893	22644	3.0
1167.6791	317.1294	22729	3.0
1162.5662	314.4561	22815	3.0
1158.9319	313.9084	22900	3.0
1155.4359	315.0603	22984	3.0
1155.6405	317.8341	23067	3.0
882.3341	-278.1385	23151	3.0
907.2839	-196.6044	23236	3.0
921.6491	-130.8139	23322	3.0
1236.0966	376.1074	30310	4.0
1236.0966	376.1074	30443	4.0
1236.0966	376.1074	30579	4.0
917.3889	368.6814	30685	4.0
642.0673	267.0682	30786	4.0
623.1089	182.5252	30897	4.0
624.8748	165.4052	31005	4.0
625.279	163.203	31114	4.0
500.2108	321.6391	31222	4.0
487.9008	328.0396	31334	4.0
495.8627	318.9894	31446	4.0
497.8961	320.9478	31552	4.0
503.3921	319.151	31655	4.0
868.5379	352.0992	31762	4.0
868.5379	352.0992	31902	4.0
1156.5345	416.9489	32018	4.0
1105.2269	412.8837	32139	4.0
706.78	-85.6445	32269	4.0
715.219	-87.7586	32374	4.0
756.604	525.5467	32508	4.0
798.9373	327.8279	32628	4.0
804.6717	326.7702	32736	4.0
732.8185	297.0339	39326	5.0
655.4296	365.0322	39455	5.0
655.8008	367.7825	39582	5.0
643.8201	364.9867	39707	5.0
398.5591	495.8851	39836	5.0
330.9089	489.7972	39966	5.0
326.5343	492.4241	40093	5.0
320.4151	486.486	40222	5.0
187.8393	527.1257	40349	5.0
163.5548	520.3959	40483	5.0
173.649	526.5286	40610	5.0
354.3984	580.5192	40739	5.0
324.8743	531.1208	40867	5.0
959.7994	206.5039	40993	5.0
954.8052	222.31	41122	5.0
934.8179	228.0375	41247	5.0
926.7523	227.356	41373	5.0
768.3075	227.5222	41509	5.0
768.0303	223.4177	41637	5.0
769.3279	218.0304	41761	5.0
774.0687	211.4275	41888	5.0
772.1766	210.9384	42019	5.0
