X Coordinate	Y Coordinate	Time Spent	Image Viewed
671.1682	431.6195	3153	1.0
671.1682	431.6195	3194	1.0
671.1682	431.6195	3233	1.0
681.068	297.3044	3266	1.0
716.0682	335.2417	3301	1.0
710.8932	323.9426	3333	1.0
708.8074	329.8263	3365	1.0
712.8293	329.5647	3403	1.0
713.8995	325.6972	3444	1.0
565.2286	608.1528	3483	1.0
546.8367	519.0934	3515	1.0
545.3598	521.3882	3551	1.0
540.5189	539.4797	3583	1.0
541.4702	548.2474	3618	1.0
556.8721	544.3182	3650	1.0
556.8721	544.3182	3681	1.0
564.5713	548.8141	3718	1.0
581.2124	540.7061	3750	1.0
589.4547	538.5701	3783	1.0
592.0314	534.6068	3818	1.0
593.8293	527.3383	3852	1.0
597.9222	524.7258	3891	1.0
810.7701	326.2969	3930	1.0
873.7792	227.2645	3970	1.0
898.0247	276.971	4009	1.0
916.2307	244.6713	4049	1.0
912.4345	245.7678	4080	1.0
913.052	251.8452	4119	1.0
917.2386	244.896	4150	1.0
993.5715	307.5611	4182	1.0
1099.8478	512.9668	4219	1.0
1097.8273	555.1544	4250	1.0
1102.5126	571.9988	4282	1.0
1101.3403	571.4569	4319	1.0
1101.3403	571.4569	4350	1.0
1083.5386	587.8826	4381	1.0
992.5103	527.3538	4419	1.0
886.546	547.4892	4458	1.0
948.0768	509.9616	4499	1.0
948.0768	509.9616	4535	1.0
909.1099	516.8814	4566	1.0
863.1971	520.2292	4598	1.0
711.3279	431.8984	4636	1.0
712.2067	503.2594	4676	1.0
736.0537	438.7643	4716	1.0
718.0959	414.3141	4752	1.0
719.1641	383.556	4792	1.0
730.6298	520.8693	4832	1.0
730.6298	520.8693	4869	1.0
725.5199	402.9795	4900	1.0
723.1667	458.4409	4934	1.0
709.0993	423.5902	4969	1.0
675.4969	377.0275	5009	1.0
650.2957	355.3564	5049	1.0
573.3768	136.328	5085	1.0
640.509	243.5409	5116	1.0
603.6868	247.4019	5148	1.0
869.2417	599.5381	12189	2.0
896.3644	551.2657	12255	2.0
862.422	495.9998	12322	2.0
858.3045	479.464	12389	2.0
851.8564	470.0986	12462	2.0
833.7456	421.9813	12522	2.0
809.5548	346.9456	12589	2.0
793.8893	317.3111	12655	2.0
765.6472	252.1079	12723	2.0
825.6861	144.5086	12788	2.0
840.4575	150.3021	12856	2.0
843.6997	154.2832	12926	2.0
849.2433	151.3981	12989	2.0
830.8117	165.2604	13054	2.0
752.9603	206.4206	13122	2.0
755.2368	235.4767	13190	2.0
734.6202	247.744	13255	2.0
722.0335	587.1713	13322	2.0
752.0392	655.4959	13389	2.0
748.001	650.9918	13456	2.0
744.0046	658.6998	13522	2.0
745.9726	650.0213	13588	2.0
850.5616	369.4246	13655	2.0
859.5344	342.2649	13722	2.0
855.415	333.5831	13788	2.0
844.296	154.163	13855	2.0
855.2825	109.3741	13926	2.0
841.1384	105.7782	13988	2.0
840.0072	111.1328	14055	2.0
841.1026	112.1843	14122	2.0
839.8677	107.9033	14188	2.0
839.6051	112.313	14256	2.0
839.1763	118.3392	14321	2.0
1197.7917	183.5999	21179	3.0
1197.7917	183.5999	21257	3.0
1197.7917	183.5999	21337	3.0
963.9767	154.7002	21415	3.0
958.958	168.1752	21492	3.0
753.2705	106.1583	21569	3.0
760.1259	110.5265	21647	3.0
740.3671	137.4794	21724	3.0
724.5509	145.5715	21803	3.0
729.2501	165.7566	21880	3.0
1071.2495	184.2584	21959	3.0
1036.9362	220.9801	22037	3.0
1038.9832	216.7363	22114	3.0
768.8809	401.6959	22191	3.0
795.8323	391.1228	22269	3.0
797.3716	362.2748	22347	3.0
807.0226	362.2259	22424	3.0
813.6426	355.3782	22502	3.0
814.663	364.675	22579	3.0
820.643	376.1489	22656	3.0
824.4214	384.408	22733	3.0
1221.2378	472.7807	22810	3.0
1232.8873	448.5191	22887	3.0
1167.6714	452.5807	22968	3.0
1235.779	408.4804	23046	3.0
1218.8116	384.3162	23123	3.0
1213.5549	358.0811	23201	3.0
1211.1765	349.8701	23277	3.0
804.0217	184.0718	30262	4.0
829.3815	187.5292	30361	4.0
840.2535	194.785	30462	4.0
677.1259	195.52	30562	4.0
703.0648	207.3187	30661	4.0
691.6603	204.9944	30759	4.0
678.202	180.1891	30860	4.0
670.1533	163.9572	30967	4.0
672.4051	161.525	31067	4.0
668.7741	160.4381	31165	4.0
657.3815	145.1225	31264	4.0
611.9021	51.0884	31362	4.0
614.8699	45.1491	31460	4.0
608.0709	27.7149	31558	4.0
601.8538	29.7501	31657	4.0
604.6422	34.782	31755	4.0
601.6418	27.1343	31854	4.0
604.1498	29.6747	31958	4.0
607.0393	30.9514	32057	4.0
610.2131	29.6902	32155	4.0
614.3377	32.8514	32253	4.0
617.4595	32.6746	32352	4.0
683.5942	597.6559	39245	5.0
716.8666	432.1221	39366	5.0
758.9692	349.9265	39485	5.0
758.0841	323.3044	39605	5.0
852.35	200.3674	39725	5.0
820.7602	229.9585	39846	5.0
805.2546	244.9131	39983	5.0
621.5823	261.3116	40103	5.0
636.8898	270.376	40222	5.0
608.7697	265.2804	40345	5.0
323.5209	551.6235	40463	5.0
314.5868	527.7126	40584	5.0
324.4335	515.0558	40705	5.0
342.5097	502.2722	40825	5.0
359.3237	511.1425	40951	5.0
1054.715	154.1768	41072	5.0
1117.3029	156.0652	41192	5.0
1346.0193	205.5607	41313	5.0
