X Coordinate	Y Coordinate	Time Spent	Image Viewed
996.4473	27.8632	3199	1.0
996.4473	27.8632	3231	1.0
1014.0934	40.2501	3267	1.0
1014.0934	40.2501	3300	1.0
1144.1558	143.3948	3332	1.0
1118.335	-115.6914	3366	1.0
982.1913	-89.1232	3398	1.0
1021.2527	-111.2835	3435	1.0
926.3497	-63.5113	3470	1.0
979.7901	-108.9987	3508	1.0
1322.1168	-280.6316	3546	1.0
1262.854	-359.737	3583	1.0
1282.5146	-346.1425	3615	1.0
1238.7009	-279.2968	3647	1.0
1185.7458	-233.8803	3682	1.0
1324.4323	-381.1359	3715	1.0
1324.4323	-381.1359	3749	1.0
1286.789	115.7898	3780	1.0
639.4246	1018.2542	3817	1.0
1191.5695	98.486	3849	1.0
1216.4872	65.4266	3883	1.0
1230.1897	11.882	3915	1.0
1369.1775	-219.2757	3949	1.0
1189.3127	105.6064	3981	1.0
1101.7754	441.0449	4016	1.0
1101.7754	441.0449	4048	1.0
834.4511	936.3181	4083	1.0
1126.9769	408.2315	4115	1.0
1160.6644	339.0871	4149	1.0
1061.9138	434.8344	4181	1.0
808.4155	699.2913	4215	1.0
747.4711	1321.8501	4247	1.0
577.8168	1177.3043	4284	1.0
631.6567	957.4883	4315	1.0
640.4586	828.6362	4350	1.0
685.4428	774.8813	4383	1.0
681.4445	746.5876	4414	1.0
353.3229	1585.7618	4449	1.0
353.3229	1585.7618	4482	1.0
357.7333	1520.6229	4518	1.0
656.5524	1010.6561	4550	1.0
505.0496	1040.3789	4582	1.0
561.3374	998.8668	4633	1.0
-200.6657	2222.1257	4689	1.0
-81.5528	1798.4933	4738	1.0
191.9948	1300.9928	4788	1.0
104.495	1508.5013	4838	1.0
751.1705	1253.8319	4887	1.0
182.4124	2497.8823	4942	1.0
-37.2659	2907.475	4991	1.0
127.1585	2554.4504	5042	1.0
-346.7524	3453.7478	5092	1.0
742.5194	1209.2798	5142	1.0
683.0701	1122.4198	5191	1.0
913.7941	-59.2122	12200	2.0
726.2599	-65.3987	12257	2.0
1071.9249	-42.8721	12317	2.0
1042.7505	45.368	12375	2.0
1499.5507	-574.3998	12432	2.0
1700.1892	-866.6138	12490	2.0
1668.9468	-753.237	12550	2.0
1166.5575	-38.4203	12607	2.0
1129.7341	10.5473	12667	2.0
954.0909	405.6899	12724	2.0
769.7892	810.1116	12783	2.0
784.14	841.766	12840	2.0
919.4949	522.1114	12901	2.0
527.95	1318.9976	12959	2.0
438.7217	1569.24	13017	2.0
282.0548	2005.4027	13074	2.0
93.4803	2295.0957	13133	2.0
730.7186	955.9325	13190	2.0
816.5034	813.6987	13250	2.0
1403.7878	189.8629	13311	2.0
813.079	943.3051	13368	2.0
875.2719	648.2162	13426	2.0
811.7917	848.6932	13487	2.0
1049.2146	439.4718	13544	2.0
402.238	1737.1116	13601	2.0
704.6688	1310.54	13663	2.0
345.0037	1658.3425	13721	2.0
106.6813	2546.5293	13783	2.0
-122.1062	2883.1409	13841	2.0
133.2104	2401.4197	13901	2.0
29.1369	2701.1729	13958	2.0
325.9347	2001.1758	14015	2.0
413.5706	1608.2809	14073	2.0
382.1376	1620.3995	14134	2.0
192.9358	1998.6067	14192	2.0
130.6033	2708.0732	14250	2.0
900.0452	1111.7936	14307	2.0
642.1238	1611.0704	14366	2.0
2239.5955	-1751.7793	21232	3.0
1574.7241	-571.5833	21310	3.0
1779.2584	-928.2128	21388	3.0
1747.7208	-913.9747	21466	3.0
1751.9341	-909.7837	21543	3.0
1403.7344	-507.726	21622	3.0
780.4126	414.9362	21700	3.0
755.4444	665.1985	21781	3.0
859.7049	477.4793	21858	3.0
815.8522	169.0252	21938	3.0
320.4427	758.8483	22022	3.0
338.4237	947.8628	22100	3.0
105.0161	928.6011	22178	3.0
372.646	879.3284	22259	3.0
985.6675	888.5894	22338	3.0
-405.7206	3398.3198	22416	3.0
-358.3301	3430.7834	22494	3.0
1950.4908	-72.9071	22571	3.0
393.3491	2087.3035	22649	3.0
