X Coordinate	Y Coordinate	Time Spent	Image Viewed
708.9101	394.1359	3034.0	1.0
709.2468	393.9142	31.0	1.0
705.2858	395.1281	39.0	1.0
702.5019	396.3065	39.0	1.0
699.9634	396.9842	32.0	1.0
696.866	398.6577	33.0	1.0
693.3826	399.4594	33.0	1.0
690.4339	400.1089	32.0	1.0
688.1991	400.9854	33.0	1.0
685.7053	403.468	56.0	1.0
684.0725	408.2478	33.0	1.0
682.6059	412.99	39.0	1.0
681.359	418.199	39.0	1.0
672.3779	552.9402	33.0	1.0
677.9977	555.928	34.0	1.0
680.5158	552.3205	32.0	1.0
683.8265	546.9143	35.0	1.0
684.6951	546.3322	39.0	1.0
659.6234	545.306	39.0	1.0
642.6953	545.5487	39.0	1.0
629.0302	542.8063	33.0	1.0
617.7291	540.8182	34.0	1.0
617.7291	540.8182	32.0	1.0
610.6649	539.6131	34.0	1.0
598.362	538.7689	41.0	1.0
593.2986	539.1335	39.0	1.0
593.9168	537.0292	36.0	1.0
596.1514	535.0139	34.0	1.0
598.1157	533.5729	34.0	1.0
598.1157	533.5729	34.0	1.0
600.6133	531.7196	32.0	1.0
604.3433	530.012	51.0	1.0
606.1885	528.6221	54.0	1.0
606.1885	528.6221	53.0	1.0
606.1885	528.6221	52.0	1.0
614.2178	525.5666	69.0	1.0
890.6927	592.3933	55.0	1.0
926.6472	622.9576	33.0	1.0
923.1438	619.7826	33.0	1.0
922.7322	618.4822	33.0	1.0
920.1089	618.0309	33.0	1.0
917.9641	617.9485	34.0	1.0
918.9467	616.935	42.0	1.0
920.7388	615.4206	41.0	1.0
926.3035	602.6586	35.0	1.0
931.2842	591.6411	35.0	1.0
936.2667	583.9294	34.0	1.0
940.3004	576.2382	42.0	1.0
1028.7915	442.5879	40.0	1.0
1017.0294	453.6188	34.0	1.0
1018.8773	449.8763	39.0	1.0
1021.4703	451.1734	39.0	1.0
1139.6028	432.6869	556.0	2.0
976.5408	428.5678	54.0	2.0
979.5709	435.4672	56.0	2.0
981.9447	438.1677	59.0	2.0
978.2066	436.5238	59.0	2.0
977.8245	438.3752	57.0	2.0
822.4805	448.5531	60.0	2.0
784.266	387.6896	76.0	2.0
774.4296	376.7475	58.0	2.0
764.9885	371.8326	59.0	2.0
761.6127	361.4241	62.0	2.0
756.1674	347.9236	71.0	2.0
744.792	305.8512	58.0	2.0
735.5704	304.9882	59.0	2.0
737.7017	307.7738	61.0	2.0
733.1953	305.4547	71.0	2.0
730.7113	304.7505	60.0	2.0
730.9191	303.8816	60.0	2.0
731.2626	303.283	61.0	2.0
731.9092	301.9705	71.0	2.0
731.6004	300.3119	62.0	2.0
731.431	300.2136	61.0	2.0
1016.4492	369.5267	62.0	2.0
1022.5927	361.7395	74.0	2.0
1022.3359	356.4521	62.0	2.0
1181.5378	472.5622	59.0	2.0
1168.6885	461.1215	59.0	2.0
1170.1625	465.8267	70.0	2.0
1169.466	465.7141	63.0	2.0
1169.7844	467.3091	58.0	2.0
1164.6564	463.9238	68.0	2.0
1162.3893	461.1139	70.0	2.0
703.5933	436.5095	634.0	3.0
708.6367	430.2043	88.0	3.0
708.3323	436.2177	81.0	3.0
708.0736	439.0725	82.0	3.0
689.5046	434.6365	81.0	3.0
634.0357	247.2432	83.0	3.0
626.527	241.8603	80.0	3.0
625.4225	243.09	80.0	3.0
618.507	264.6785	81.0	3.0
625.6815	250.2248	83.0	3.0
632.2968	238.7457	83.0	3.0
974.6985	243.2063	80.0	3.0
981.1936	252.5641	84.0	3.0
979.9971	254.6917	82.0	3.0
978.5925	256.6024	83.0	3.0
978.2408	258.4878	81.0	3.0
801.5182	422.3663	84.0	3.0
802.6606	423.2378	87.0	3.0
804.5701	422.4176	85.0	3.0
800.9095	434.2094	86.0	3.0
797.2898	442.8105	86.0	3.0
792.211	446.4374	85.0	3.0
788.9688	450.2973	86.0	3.0
605.6262	298.8273	92.0	3.0
629.7284	241.8402	621.0	4.0
631.5897	237.9297	106.0	4.0
692.5186	463.5894	107.0	4.0
691.4613	465.3277	107.0	4.0
656.9885	306.3213	106.0	4.0
659.0059	303.7131	105.0	4.0
650.7117	296.5959	105.0	4.0
648.1619	280.5791	105.0	4.0
647.2026	263.8151	124.0	4.0
527.7207	419.4954	98.0	4.0
529.7595	424.8325	105.0	4.0
536.294	411.0167	106.0	4.0
538.0042	390.1603	111.0	4.0
299.7821	391.2147	102.0	4.0
178.6625	400.1495	106.0	4.0
193.3085	396.5036	127.0	4.0
1047.8589	450.1972	106.0	4.0
1181.4458	469.8916	103.0	4.0
824.0229	426.1536	658.0	5.0
815.6119	425.4157	127.0	5.0
792.4689	413.8634	132.0	5.0
779.7686	403.6235	130.0	5.0
771.835	380.0961	125.0	5.0
766.1058	371.2233	130.0	5.0
758.5353	380.9404	127.0	5.0
939.9109	455.6872	142.0	5.0
934.564	450.9671	127.0	5.0
929.9911	445.8665	146.0	5.0
920.5352	443.1753	128.0	5.0
298.837	631.7014	130.0	5.0
241.6543	602.6117	132.0	5.0
264.045	599.4731	131.0	5.0
324.0124	580.7793	128.0	5.0
